customer_id,date,year,month,current_plan_type,base_price_eur,data_limit_mb,voice_limit_min,sms_limit,roaming_limit_mb,roaming_limit_min,data_usage_mb,voice_minutes,sms_count,roaming_data_mb,roaming_minutes,bill_amount_eur,overuse_flag,churn_event
C00003,9/1/2024,2024,9,Premium,40,15000,1000,300,2000,100,10085.68,281.4,131,1895.43,47.2,40,0,0
C00003,10/1/2024,2024,10,Premium,40,15000,1000,300,2000,100,9231.08,265.7,169,1425.09,24.2,40,0,0
C00003,11/1/2024,2024,11,Premium,40,15000,1000,300,2000,100,4753.76,221.7,150,907.3,17.2,40,0,0
C00003,12/1/2024,2024,12,Premium,40,15000,1000,300,2000,100,4589.49,317.7,126,1382.83,31.9,40,0,0
C00004,1/1/2022,2022,1,Premium,40,15000,1000,300,2000,100,10218.89,510.7,220,654.8,11,40,0,0
C00004,2/1/2022,2022,2,Premium,40,15000,1000,300,2000,100,7464.76,367.5,267,1229.38,18.3,40,0,0
C00004,3/1/2022,2022,3,Premium,40,15000,1000,300,2000,100,9716.78,485.7,247,1204.9,21.1,40,0,0
C00004,4/1/2022,2022,4,Premium,40,15000,1000,300,2000,100,8518.84,571.9,247,1375.34,21.9,40,0,0
C00004,5/1/2022,2022,5,Premium,40,15000,1000,300,2000,100,10992.09,434.5,281,1177.27,29.6,40,0,0
C00004,6/1/2022,2022,6,Premium,40,15000,1000,300,2000,100,13046.47,540.4,185,1718.38,40.7,40,0,0
C00004,7/1/2022,2022,7,Premium,40,15000,1000,300,2000,100,12148.89,431.9,202,1731.71,37.4,40,0,0
C00004,8/1/2022,2022,8,Premium,40,15000,1000,300,2000,100,12072.56,521.7,310,1944.14,47.5,40.1,1,0
C00004,9/1/2022,2022,9,Premium,40,15000,1000,300,2000,100,9966.6,340.3,245,1311.09,31,40,0,0
C00004,10/1/2022,2022,10,Premium,40,15000,1000,300,2000,100,10588.66,500.2,207,649.49,10.5,40,0,0
C00004,11/1/2022,2022,11,Premium,40,15000,1000,300,2000,100,8779.87,389.3,186,1346.12,33.3,40,0,0
C00004,12/1/2022,2022,12,Premium,40,15000,1000,300,2000,100,12736.62,464.1,160,1519.71,31.1,40,0,0
C00004,1/1/2023,2023,1,Premium,40,15000,1000,300,2000,100,8070.99,523.9,148,593.2,14.1,40,0,0
C00004,2/1/2023,2023,2,Premium,40,15000,1000,300,2000,100,7245.42,370,168,253.64,6.3,40,0,0
C00004,3/1/2023,2023,3,Premium,40,15000,1000,300,2000,100,8941.08,434.8,134,1562.88,27.8,40,0,0
C00004,4/1/2023,2023,4,Premium,40,15000,1000,300,2000,100,9838.63,360,229,811.21,12.4,40,0,0
C00004,5/1/2023,2023,5,Premium,40,15000,1000,300,2000,100,8197.69,347.7,259,891.39,14.9,40,0,0
C00004,6/1/2023,2023,6,Premium,40,15000,1000,300,2000,100,9574.59,349.3,242,1940.82,37.1,40,0,0
C00004,7/1/2023,2023,7,Premium,40,15000,1000,300,2000,100,11042.39,436,158,1476.24,35.2,40,0,0
C00004,8/1/2023,2023,8,Premium,40,15000,1000,300,2000,100,8151.07,373,169,942.54,22.9,40,0,0
C00004,9/1/2023,2023,9,Premium,40,15000,1000,300,2000,100,8206.41,402.5,85,1169.25,16.5,40,0,0
C00004,10/1/2023,2023,10,Premium,40,15000,1000,300,2000,100,6584.87,257,164,854.9,17.2,40,0,0
C00004,11/1/2023,2023,11,Premium,40,15000,1000,300,2000,100,7201.27,379.1,217,543.8,10.3,40,0,0
C00004,12/1/2023,2023,12,Premium,40,15000,1000,300,2000,100,8028.26,291.7,148,1412.59,23.5,40,0,0
C00004,1/1/2024,2024,1,Premium,40,15000,1000,300,2000,100,5133.31,350.1,116,441.03,6.8,40,0,0
C00004,2/1/2024,2024,2,Premium,40,15000,1000,300,2000,100,5994.33,238.5,160,692.85,12.5,40,0,0
C00004,3/1/2024,2024,3,Premium,40,15000,1000,300,2000,100,7177.47,307.2,138,902.77,22.9,40,0,0
C00004,4/1/2024,2024,4,Premium,40,15000,1000,300,2000,100,5348.63,175.5,143,1249.54,22.3,40,0,0
C00004,5/1/2024,2024,5,Premium,40,15000,1000,300,2000,100,6712.86,335.2,149,462.36,9.4,40,0,0
C00004,6/1/2024,2024,6,Premium,40,15000,1000,300,2000,100,7723.89,345.8,134,814.21,18.3,40,0,0
C00004,7/1/2024,2024,7,Premium,40,15000,1000,300,2000,100,7170.11,274.6,112,577.05,10.6,40,0,0
C00004,8/1/2024,2024,8,Premium,40,15000,1000,300,2000,100,7877.29,264.6,128,611.46,15.7,40,0,0
C00004,9/1/2024,2024,9,Premium,40,15000,1000,300,2000,100,5469.36,222.3,85,429.07,11,40,0,0
C00004,10/1/2024,2024,10,Premium,40,15000,1000,300,2000,100,5281.83,279.7,87,529.16,9,40,0,0
C00004,11/1/2024,2024,11,Premium,40,15000,1000,300,2000,100,4399.61,272.9,89,1160.84,23.2,40,0,0
C00004,12/1/2024,2024,12,Premium,40,15000,1000,300,2000,100,4752.19,285.9,98,523.41,9.2,40,0,0
C00005,1/1/2022,2022,1,SuperPremium,55,50000,2000,1000,5000,200,12246.21,450.2,30,906.69,15.8,55,0,0
C00005,2/1/2022,2022,2,SuperPremium,55,50000,2000,1000,5000,200,12326.43,402,17,825.9,11.9,55,0,0
C00005,3/1/2022,2022,3,SuperPremium,55,50000,2000,1000,5000,200,11904.25,358,38,1447.55,30.9,55,0,0
C00005,4/1/2022,2022,4,SuperPremium,55,50000,2000,1000,5000,200,12003.45,350.9,27,1718.5,34.4,55,0,0
C00005,5/1/2022,2022,5,SuperPremium,55,50000,2000,1000,5000,200,12260.35,303.4,31,2226.26,32.5,55,0,0
C00005,6/1/2022,2022,6,SuperPremium,55,50000,2000,1000,5000,200,14941.56,381.2,32,1684.05,29.2,55,0,0
C00005,7/1/2022,2022,7,SuperPremium,55,50000,2000,1000,5000,200,17272.1,349.9,29,3606.41,89.8,55,0,0
C00005,8/1/2022,2022,8,SuperPremium,55,50000,2000,1000,5000,200,17563.1,380.9,37,1364.42,23,55,0,0
C00005,9/1/2022,2022,9,SuperPremium,55,50000,2000,1000,5000,200,13191.15,277.7,35,1087.34,17.1,55,0,0
C00005,10/1/2022,2022,10,SuperPremium,55,50000,2000,1000,5000,200,14869.79,382.5,34,1323.95,26.3,55,0,0
C00005,11/1/2022,2022,11,SuperPremium,55,50000,2000,1000,5000,200,13771.27,309.1,27,1930.84,49.9,55,0,0
C00005,12/1/2022,2022,12,SuperPremium,55,50000,2000,1000,5000,200,15119.46,379.7,27,1395.67,23.6,55,0,0
C00005,1/1/2023,2023,1,SuperPremium,55,50000,2000,1000,5000,200,10370.37,376.5,42,800.06,17.7,55,0,0
C00005,2/1/2023,2023,2,SuperPremium,55,50000,2000,1000,5000,200,11746.87,429,30,1479.54,34.2,55,0,0
C00005,3/1/2023,2023,3,SuperPremium,55,50000,2000,1000,5000,200,11355.1,376.8,29,1908.87,32.2,55,0,0
C00005,4/1/2023,2023,4,SuperPremium,55,50000,2000,1000,5000,200,14868.61,491.6,33,1581.06,36,55,0,0
C00005,5/1/2023,2023,5,SuperPremium,55,50000,2000,1000,5000,200,11756.5,385.7,32,1570.33,28.9,55,0,0
C00005,6/1/2023,2023,6,SuperPremium,55,50000,2000,1000,5000,200,19005.16,372.7,29,537.58,11.6,55,0,0
C00005,7/1/2023,2023,7,SuperPremium,55,50000,2000,1000,5000,200,11640.64,321.8,37,1689.45,36.5,55,0,0
C00005,8/1/2023,2023,8,SuperPremium,55,50000,2000,1000,5000,200,16640,309.4,27,1458.26,29.8,55,0,0
C00005,9/1/2023,2023,9,SuperPremium,55,50000,2000,1000,5000,200,14206.76,420.8,22,2037.09,30.7,55,0,0
C00005,10/1/2023,2023,10,SuperPremium,55,50000,2000,1000,5000,200,13073.52,361.2,32,1026.78,24.7,55,0,0
C00005,11/1/2023,2023,11,SuperPremium,55,50000,2000,1000,5000,200,12386.34,381.9,28,1805.45,32.2,55,0,0
C00005,12/1/2023,2023,12,SuperPremium,55,50000,2000,1000,5000,200,11988.72,360.7,36,918.19,14.9,55,0,0
C00005,1/1/2024,2024,1,SuperPremium,55,50000,2000,1000,5000,200,12205.65,380,34,1773.41,25.7,55,0,0
C00005,2/1/2024,2024,2,SuperPremium,55,50000,2000,1000,5000,200,12658.16,454.9,30,841.64,17.8,55,0,0
C00005,3/1/2024,2024,3,SuperPremium,55,50000,2000,1000,5000,200,9621.17,399,27,1374.26,30.4,55,0,0
C00005,4/1/2024,2024,4,SuperPremium,55,50000,2000,1000,5000,200,12667.77,376.4,28,1792.07,25.4,55,0,0
C00005,5/1/2024,2024,5,SuperPremium,55,50000,2000,1000,5000,200,14402.09,326.1,34,1227.26,24.7,55,0,0
C00005,6/1/2024,2024,6,SuperPremium,55,50000,2000,1000,5000,200,13910.4,358.9,20,1526.48,25.5,55,0,0
C00005,7/1/2024,2024,7,SuperPremium,55,50000,2000,1000,5000,200,17585.07,308.2,33,2239.03,48.7,55,0,0
C00005,8/1/2024,2024,8,SuperPremium,55,50000,2000,1000,5000,200,16993.23,319.6,31,1424.65,22.9,55,0,0
C00005,9/1/2024,2024,9,SuperPremium,55,50000,2000,1000,5000,200,11868.29,355.9,32,1997.18,44.5,55,0,0
C00005,10/1/2024,2024,10,SuperPremium,55,50000,2000,1000,5000,200,14537.23,380.6,31,1916.48,35.7,55,0,0
C00005,11/1/2024,2024,11,SuperPremium,55,50000,2000,1000,5000,200,11992.78,256.8,33,2101.57,53,55,0,0
C00005,12/1/2024,2024,12,SuperPremium,55,50000,2000,1000,5000,200,19562.37,294.9,37,2745.96,43,55,0,0
C00006,1/1/2022,2022,1,Premium,40,15000,1000,300,2000,100,12849.38,111.9,120,751.32,13.6,40,0,0
C00006,2/1/2022,2022,2,Premium,40,15000,1000,300,2000,100,9940.25,82.2,76,714.8,11,40,0,0
C00006,3/1/2022,2022,3,Premium,40,15000,1000,300,2000,100,11500.38,91.9,64,781.25,19.6,40,0,0
C00006,4/1/2022,2022,4,Premium,40,15000,1000,300,2000,100,9935.65,114.2,86,394.16,9.7,40,0,0
C00006,5/1/2022,2022,5,Premium,40,15000,1000,300,2000,100,11675.12,91,90,1182.16,20.2,40,0,0
C00006,6/1/2022,2022,6,Premium,40,15000,1000,300,2000,100,11275.97,104.3,83,1192.46,26.1,40,0,0
C00006,7/1/2022,2022,7,Premium,40,15000,1000,300,2000,100,14922.27,91,80,696.56,16.6,40,0,0
C00006,8/1/2022,2022,8,Premium,40,15000,1000,300,2000,100,14517.62,119.1,79,744.93,15.4,40,0,0
C00006,9/1/2022,2022,9,Premium,40,15000,1000,300,2000,100,9501.45,78.2,89,947.92,19.3,40,0,0
C00006,10/1/2022,2022,10,Premium,40,15000,1000,300,2000,100,9824.38,116.3,78,845.99,14.3,40,0,0
C00006,11/1/2022,2022,11,Premium,40,15000,1000,300,2000,100,14470.81,116.3,81,553.67,8.4,40,0,0
C00006,12/1/2022,2022,12,Premium,40,15000,1000,300,2000,100,12999.32,97.8,108,799.67,19.8,40,0,0
C00006,1/1/2023,2023,1,Premium,40,15000,1000,300,2000,100,10618.07,92.5,88,836.2,20.7,40,0,0
C00006,2/1/2023,2023,2,Premium,40,15000,1000,300,2000,100,9484.64,124.2,84,728.96,15.7,40,0,0
C00006,3/1/2023,2023,3,Premium,40,15000,1000,300,2000,100,13155.47,106.1,100,885.51,16,40,0,0
C00006,4/1/2023,2023,4,Premium,40,15000,1000,300,2000,100,12209.92,91.1,59,622.84,11.3,40,0,0
C00006,5/1/2023,2023,5,Premium,40,15000,1000,300,2000,100,11326.62,104,88,515.23,11.7,40,0,0
C00006,6/1/2023,2023,6,Premium,40,15000,1000,300,2000,100,16759.95,89.2,100,1109.95,27.5,41.76,1,0
C00006,7/1/2023,2023,7,Premium,40,15000,1000,300,2000,100,17763.05,91.1,71,595.66,14.7,42.76,1,0
C00006,8/1/2023,2023,8,Premium,40,15000,1000,300,2000,100,15472.03,110.1,57,731.32,17.1,40.47,1,0
C00006,9/1/2023,2023,9,Premium,40,15000,1000,300,2000,100,14432.14,114.5,70,1222.03,26.5,40,0,0
C00006,10/1/2023,2023,10,Premium,40,15000,1000,300,2000,100,10721.81,95.9,86,759.21,11.4,40,0,0
C00006,11/1/2023,2023,11,Premium,40,15000,1000,300,2000,100,11307.06,99.3,59,577.7,9.2,40,0,0
C00006,12/1/2023,2023,12,Premium,40,15000,1000,300,2000,100,11705.98,122.1,114,809.41,20.1,40,0,0
C00006,1/1/2024,2024,1,Premium,40,15000,1000,300,2000,100,10292.02,102.3,93,725.81,15.4,40,0,0
C00006,2/1/2024,2024,2,Premium,40,15000,1000,300,2000,100,9474.49,97,57,634.21,8.9,40,0,0
C00006,3/1/2024,2024,3,Premium,40,15000,1000,300,2000,100,13139.09,97.4,103,908.75,13.8,40,0,0
C00006,4/1/2024,2024,4,Premium,40,15000,1000,300,2000,100,11968.9,109.4,61,487.32,10.7,40,0,0
C00006,5/1/2024,2024,5,Premium,40,15000,1000,300,2000,100,12391.72,84.4,109,875.19,12.3,40,0,0
C00006,6/1/2024,2024,6,Premium,40,15000,1000,300,2000,100,12693.32,89.1,66,673.24,10.7,40,0,0
C00006,7/1/2024,2024,7,Premium,40,15000,1000,300,2000,100,16228.67,74.5,82,591.07,12.2,41.23,1,0
C00006,8/1/2024,2024,8,Premium,40,15000,1000,300,2000,100,15059.62,116.4,115,1346.58,30,40.06,1,0
C00006,9/1/2024,2024,9,Premium,40,15000,1000,300,2000,100,12081.16,93.8,62,872.5,19,40,0,0
C00006,10/1/2024,2024,10,Premium,40,15000,1000,300,2000,100,12511.89,129.7,80,883.54,14.7,40,0,0
C00006,11/1/2024,2024,11,Premium,40,15000,1000,300,2000,100,11943.7,84.5,85,914.63,20.6,40,0,0
C00006,12/1/2024,2024,12,Premium,40,15000,1000,300,2000,100,11454.3,121.9,71,744.64,12.5,40,0,0
C00007,1/1/2022,2022,1,Youth,20,5000,300,200,500,30,10119.73,329.2,115,1304.9,23.4,29.73,1,0
C00007,2/1/2022,2022,2,Youth,20,5000,300,200,500,30,10089.83,336.1,104,1158.37,26.6,29.1,1,0
C00007,3/1/2022,2022,3,Youth,20,5000,300,200,500,30,12588.74,356.8,145,872.03,19,30.58,1,0
C00007,4/1/2022,2022,4,Youth,20,5000,300,200,500,30,8922.88,367.9,88,492.58,11.9,25.28,1,0
C00007,5/1/2022,2022,5,Youth,20,5000,300,200,500,30,9095.38,391.6,125,1123.56,24.6,29.05,1,0
C00007,6/1/2022,2022,6,Youth,20,5000,300,200,500,30,12828.96,373.6,95,1315.8,27.4,33.38,1,0
C00007,7/1/2022,2022,7,Youth,20,5000,300,200,500,30,12789.31,408.3,118,1322.9,20,34.07,1,0
C00007,8/1/2022,2022,8,Youth,20,5000,300,200,500,30,11764.48,300.9,104,845.01,15.6,28.51,1,0
C00007,9/1/2022,2022,9,Youth,20,5000,300,200,500,30,9038.19,339.2,92,849.84,14.6,26.57,1,0
C00007,10/1/2022,2022,10,Youth,20,5000,300,200,500,30,7600.18,357.9,107,680.11,11.5,24.66,1,0
C00007,11/1/2022,2022,11,Youth,20,5000,300,200,500,30,10613.08,395.5,76,698.23,17.9,28.51,1,0
C00007,12/1/2022,2022,12,Youth,20,5000,300,200,500,30,10712.75,297.9,123,1065.47,19.9,28.54,1,0
